ST # ,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR ,BLG TYPE ,MUNICIPALITY ,DESCRIPTION,D.U.,VALUE,Sq Ft,PERMIT#,APPL. TYPE,ISSUED DATE
652,WILD SHORE CRES ,K1V1X9,Ward 22,4M-1168,,OTTAWA GENERAL CONTRACTORS,Semi - Detached,Gloucester,Interior alterations to the 1st floor of a 2 storey semi-detached dwelling (kitchen renovations),0,12189.89,160,1605247,Construction,2016-07-29 14:36
5,MASSEY LANE ,K1J6C7,Ward 11,652,117,SPLASH POOLS & SPAS,Single,Gloucester,Install an enclosure for an inground pool (rear yard),0,0,0,1605248,Pool Enclosure,2016-07-29 14:36
2460,CARP RD ,K0A1L0,Ward 5,,pt lot 5,CONTRACTOR UNKNOWN,Industrial,West Carleton,Construct a 1 storey addition to a 1 storey industrial building (ph 9),0,1828717.92,21872,1605249,Construction,2016-07-29 14:45
1792,BEARHILL RD ,,Ward 5,,17,"SCOTT, GORD",Single,West Carleton,Construct a foundation for a 1 storey modular home,1,55000,1204,1605250,Construction,2016-07-29 15:08
5627,MAKLYNNE WAY ,,Ward 19,4M-1442,5,LES MAISONS ST-DENIS HOME INC,Single,Cumberland,Construct a 1 storey detached dwelling,1,294307.2,1760,1605251,Construction,2016-07-29 15:15
721,FIDDLEHEAD ST ,K1T0L3,Ward 22,4M-1462,90,CLARIDGE HOMES (LEITRIM) INC.,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Whistler 2012 C with Loft,1,290739,1956,1605252,Construction,2016-07-29 15:18
1079,CARP RD ,K2S1B9,Ward 6,4M-,23,CONTRACTOR UNKNOWN,Other,Goulbourn,Construct an addition and interior alterations to a daycare (Brown Bear Daycare),0,40000,2078,1605253,Construction,2016-07-29 15:20
121,WILDMEADOW CIR ,K0A1L0,Ward 5,4M-1122,14,GRIZZLY HOMES,Single,West Carleton,Construct a 1 storey detached dwelling,1,325447.28,2724,1605254,Construction,2016-07-29 15:46
12,STOWGRASS CRES ,K2S1Z9,Ward 6,4M-1103,,"PARSONS, GREG",Single,Goulbourn,Construct a deck (rear yard),0,9000,336,1605255,Construction,2016-07-29 16:02
434,BEAVERTAIL RD ,K0A1L0,Ward 5,,pt lot 4,CONTRACTOR UNKNOWN,Detached Garage/Shed,West Carleton,Construct a detached garage (rear yard),0,20000,462,1605256,Construction,2016-07-29 16:11
231,KNOX CRES ,K1G0K6,Ward 18,4M-567,181,MODERN RENO SOLUTIONS,Single,Old Ottawa,Construct a secondary dwelling unit in a 1 storey detached dwelling (basement),1,20000,1033,1605258,Construction,2016-08-02 9:28
1385,WOODROFFE AVE ,K2G1V8,Ward 8,4M-,34-35,CONTRACTOR UNKNOWN,Institutional,Nepean,Interior/exterior alterations to a 1 storey institutional building (Algonquin College-Building F),0,200000,13455,1605259,Construction,2016-08-02 9:37
296,BANK ST ,K2P1X8,Ward 14,704,,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Interior alterations to a 2 storey retail building (YIG Massine's),0,1550000,35209,1605260,Construction,2016-08-02 10:13
401,STRATAS CRT ,K2L3K6,Ward 23,,,FIRSTONSITE,Rowhouse,Kanata,Exterior/interior repairs to fire damaged 4 storey 8 unit residential dwelling,0,416666.66,8800,1605261,Construction,2016-08-02 10:16
403,STRATAS CRT ,K2L3K6,Ward 23,,,FIRSTONSITE,Rowhouse,Kanata,Exterior/interior repairs to fire damaged 4 storey 8 unit residential dwelling,0,0,0,1605262,Construction,2016-08-02 10:17
405,STRATAS CRT ,K2L3K6,Ward 23,,,FIRSTONSITE,Rowhouse,Kanata,Exterior/interior repairs to fire damaged 4 storey 8 unit residential dwelling,0,0,0,1605263,Construction,2016-08-02 10:19
406,STRATAS CRT ,K2L3K6,Ward 23,,,FIRSTONSITE,Rowhouse,Kanata,Exterior/interior repairs to fire damaged 4 storey 8 unit residential dwelling,0,0,0,1605264,Construction,2016-08-02 10:20
407,STRATAS CRT ,K2L3K6,Ward 23,,,FIRSTONSITE,Rowhouse,Kanata,Exterior/interior repairs to fire damaged 4 storey 8 unit residential dwelling,0,0,0,1605265,Construction,2016-08-02 10:21
408,STRATAS CRT ,K2L3K7,Ward 23,,,FIRSTONSITE,Rowhouse,Kanata,Exterior/interior repairs to fire damaged 4 storey 8 unit residential dwelling,0,0,0,1605266,Construction,2016-08-02 10:23
2651,REGINA ST ,K2B8B5,Ward 7,427924,55-58,SEGA ELECTRIC INC.,Apartment,Old Ottawa,Replace fire alarm system in a 10 storey apartment building,0,364400,0,1605267,Construction,2016-08-02 10:25
171,BRUYERE ST ,K1N5E2,Ward 12,42482,,J.C. CONTRACTING,Demolition,Old Ottawa,Demoilsh a 2 storey detached dwelling,-1,30000,-1600,1605268,Demolition,2016-08-02 10:57
2934,BASELINE RD ,K2H1B2,Ward 8,,,BENCORP CONSTRUCTION,Office,Nepean,Tenant fit-up on the 3rd floor of a 5 storey office building (Unit #301),0,80000,3500,1605269,Construction,2016-08-02 11:18
90,ELGIN ST ,K1P0C6,Ward 14,4M-,,RON EASTERN CONSTRUCTION LTD.,Office,Old Ottawa,Tenant fit-up on the 6th floor of a 17 storey office building (Treasury Board Secretariat),0,22000,300,1605270,Construction,2016-08-02 11:26
211,ENCLAVE WALK ,K1W0J4,Ward 2,4M1544,83,JMD POOLS INC,Single,Gloucester,Install an enclosure for an  inground pool (rear yard),0,0,0,1605271,Pool Enclosure,2016-08-02 11:26
473,ALBERT ST ,K1R5B4,Ward 14,3922,25,CONTRACTOR UNKNOWN,Office,Old Ottawa,Repairs to the parking garage of a 12 storey office building,0,235000,13993,1605272,Construction,2016-08-02 11:27
90,ELGIN ST ,K1P0C6,Ward 14,3922,,RON EASTERN CONSTRUCTION LTD.,Office,Old Ottawa,Interior alterations on the 3rd to 6th floor of a 17 storey office building,0,68000,4948,1605273,Construction,2016-08-02 11:28
1262,KLONDIKE RD ,K2W1E2,Ward 4,4M-1121,65,PARADISE NORTH POOLS,Single,Kanata,Install an enclosure for a semi inground pool (rear yard),0,0,0,1605274,Pool Enclosure,2016-08-02 11:29
290,CITY CENTRE AVE ,,Ward 14,4M-,07-Feb,CONTRACTOR UNKNOWN,Retail,Old Ottawa,"Construct a deck on a 1 storey art gallery (Orange Art Gallery, front & side yard)",0,10000,538.2,1605275,Construction,2016-08-02 11:46
11,ANNA AVE ,K1Z7T5,Ward 16,4M-332,50,***CONTRACTOR***,Single,Old Ottawa,"Interior/Exterior alterations to a 2 storey detached dwelling (Basement, 2nd floor)",0,25000,538.2,1605276,Construction,2016-08-02 11:59
55,SPADINA AVE ,K1Y2B8,Ward 15,73,12,CONTRACTOR UNKNOWN,Single,Old Ottawa,Remove and replace a porch on a 2 storey detached dwelling (front yard),0,35000,110,1605277,Construction,2016-08-02 12:10
21,FIFESHIRE CRES ,K2E7J7,Ward 9,4M-645780,420,BATH CREATIONS,Single,Nepean,Interior alterations to a 2 storey detached dwelling (remove a load bearing wall in kitchen),0,1000,100,1605278,Construction,2016-08-02 12:13
1904,SAVOY PL ,K2C0W1,Ward 8,4M-474058,102,BATH CREATIONS,Single,Old Ottawa,Interior alterations to a 2 storey detached dwelling (remove a load bearing wall in the kitchen and relocate powder room),0,3000,100,1605279,Construction,2016-08-02 12:15
1512,ST. GEORGES ST ,K1E1P7,Ward 1,25,93,***CONTRACTOR***,Single,Cumberland,Construct a secondary dwelling unit in the basement of a 1 storey detached dwelling,1,18392,836,1605280,Construction,2016-08-02 12:18
925,BELFAST RD ,K1G0Z4,Ward 18,725,,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations and construct a 1 storey addition to a 1 storey office building (OC Transpo Training Facility),0,707510.26,3633,1605281,Construction,2016-08-02 13:03
1315,PRINCE OF WALES DR ,K2C1N2,Ward 16,,,CONTRACTOR UNKNOWN,Other,Old Ottawa,TEMPORARY PERMIT: Erect a temporary tent for a special event (The Greek Summer Festival),0,6300,17000,1605282,Construction,2016-08-02 13:14
1404,BLACKHORSE CRT ,K4M0A6,Ward 20,4M-1406,8,MALLETTE LANDSCAPING INC,Single,Osgoode,Install an enclosure for an inground pool (rear yard),0,0,0,1605283,Pool Enclosure,2016-08-02 13:25
301,SARABELLA ST ,K4A0A3,Ward 19,4M-1279,171,GEMLIE POOLS,Single,Cumberland,Install an enclosure for an inground pool (rear yard),0,0,0,1605284,Pool Enclosure,2016-08-02 13:28
1610,LINKLAND CRT ,K4C0A5,Ward 19,4M-1405,18,***CONTRACTOR***,Single,Cumberland,Install an enclosure for an inground pool (rear yard),0,0,0,1605285,Pool Enclosure,2016-08-02 13:33
3307,LEROY ST ,,Ward 20,393,86,***CONTRACTOR***,Single,Osgoode,Construct a front porch,0,5000,209.9,1605286,Construction,2016-08-02 14:37
50,RIDEAU ST ,K1N9J7,Ward 12,3922,,CONTRACTOR UNKNOWN,Retail,Old Ottawa,"Tenant fit up on the 1st floor of a 3 storey retail building (Rideau Centre, Unit #131B - Call it Spring)",0,188000,1517,1605287,Construction,2016-08-02 14:53
1900,CITY PARK DR ,K1J1A3,Ward 11,4M-648,,CASSIDY CONSTRUCTION,Office,Gloucester,Interior alterations on the 3rd floor of a 5 storey office building,0,50000,13702.46,1605288,Construction,2016-08-02 15:00
105,LENNOX ST ,,Ward 21,D-19,,VRIEND CONSTRUCTION LTD.,Single,Goulbourn,Construct a 1 storey detached dwelling on existing foundation (destroyed by fire),0,200000,1426,1605289,Construction,2016-08-02 15:27
2385,CHESHIRE RD ,K2C1G2,Ward 8,4M-358046,189,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a secondary dwelling unit in a 1 storey detached dwelling (basement),1,30000,900,1605290,Construction,2016-08-02 15:40
86,ELM ST ,K1R6N3,Ward 14,13,59,EMPIRE DECK AND FENCE,Single,Old Ottawa,Construct a deck (rear yard),0,8000,235,1605291,Construction,2016-08-02 15:48
641,NEW LISKEARD CRES ,K2J0N3,Ward 22,4M-1347,99,EMPIRE DECK AND FENCE,Single,Nepean,Construct a deck (rear yard),0,8000,247,1605292,Construction,2016-08-02 15:50
5404,HILLTOP DR ,K4M1G4,Ward 21,M-243,15,SIBERWOOD BUILDERS,Single,Rideau,Construct a deck (rear yard),0,15000,807.3,1605293,Construction,2016-08-02 15:59
1866,CEDARLAKES WAY ,K4P0E4,Ward 20,4m1479,31,CONTRACTOR UNKNOWN,Single,Osgoode,Construct a 2 storey detached dwelling,1,497312.28,2974,1605294,Construction,2016-08-02 16:10
2102,DAMASK AVE ,K4A0P4,Ward 19,4M-1382,99,CLUB PISCINE,Single,Cumberland,Install an enclosure for an above ground pool and hot tub,0,0,0,1605295,Pool Enclosure,2016-08-03 8:31
74,SHACKLEFORD WAY ,K2S0W4,Ward 6,4M-1549,39,TARTAN HOMES CORPORATION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Maple 2015 Standard,1,419610,2823,1605297,Construction,2016-08-03 8:56
815,SCHOONER CRES ,K1V1Y8,Ward 22,4M-1168,,MERMAID POOLS (MERIVALE),Single,Gloucester,Install an enclosure for a hot tub  (rear yard),0,0,0,1605298,Pool Enclosure,2016-08-03 9:39
979,HILLMILLAR ST ,K4C1R4,Ward 19,,15,***CONTRACTOR***,Detached Garage/Shed,Cumberland,Construct a shed (rear yard),0,5000,192,1605299,Construction,2016-08-03 9:41
120,STONEMEADOW DR ,K2M0H5,Ward 23,4M-1495,120,HN HOMES LIMITED PARTNERSHIP,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: 50-3 Winfield 2014 Standard,1,538968,3626,1605300,Construction,2016-08-03 9:59
4490,SHORELINE DR ,K1V1S7,Ward 22,4M-1099,18,***CONTRACTOR***,Single,Gloucester,Install an enclosure for an above ground pool (rear yard),0,0,0,1605301,Pool Enclosure,2016-08-03 10:10
316  -109,LORRY GREENBERG DR ,K1T2P4,Ward 10,4M-,,PAUL DAVIS SYSTEMS OF OTTAWA,Apartment,Old Ottawa,"Interior alterations to a 3 storey apartment building (Unit 109, Repair water damage)",0,20000,750,1605302,Construction,2016-08-03 10:28
948,FLETCHER CIR ,K2T0B7,Ward 4,4M1362,,FEDECK.COM,Rowhouse,Kanata,Construct a deck (rear yard),0,4000,153,1605304,Construction,2016-08-03 11:54
190,WEST LAKE CIR ,K0A1L0,Ward 5,4M1316,3,POOL BUILDERS OTTAWA,Single,West Carleton,Install an enclosure for an inground pool (rear yard),0,0,0,1605305,Pool Enclosure,2016-08-03 12:02
750,PALLADIUM DR ,K2V1C7,Ward 6,4M-818,,CONTRACTOR UNKNOWN,Office,Kanata,Interior alterations on the 1st floor of a 3 storey office building,0,505050.5,9956,1605306,Construction,2016-08-03 12:16
85,GOLDRIDGE DR ,K2T1E9,Ward 4,4M-1040,56,CONTRACTOR UNKNOWN,Single,Kanata,Construct a deck (rear yard),0,4000,120,1605307,Construction,2016-08-03 12:26
20,WILLETH AVE ,K2E5C3,Ward 9,4M-,,CUNDELL PLUMBING,Single,Nepean,PLUMBING ONLY - Install a Protective Plumbing Device on the building drain,0,0,0,1605308,Construction,2016-08-03 12:27
374,HUNTSVILLE DR ,K2T0H5,Ward 4,4M1489,30,***CONTRACTOR***,Single,Kanata,Construct a deck (rear yard),0,2500,167,1605309,Construction,2016-08-03 12:51
87,FOREST HILL AVE ,K2C1P7,Ward 16,352066,13,OTTAWA GENERAL CONTRACTORS,Single,Old Ottawa,Interior alterations in a 1 storey detached dwelling,0,18599,184,1605310,Construction,2016-08-03 12:55
214,DANIEL AVE ,K1Y0C9,Ward 15,219,17,***CONTRACTOR***,Single,Old Ottawa,Exterior alterations to widen stairs on a deck (rear yard),0,200,20,1605311,Construction,2016-08-03 12:58
333,PRESTON ST ,K1S5N4,Ward 14,,,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations on the 9th floor of an 11 storey office building (SAKTO Corporation reception area),0,270000,2475.7,1605312,Construction,2016-08-03 13:06
17,ABERDEEN ST ,K1S3J3,Ward 14,,,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Interior alterations on the main floor of an 8 storey apartment building (The Adelaide),0,270000,4865.29,1605313,Construction,2016-08-03 13:10
33,OSSINGTON AVE ,K1S3B3,Ward 17,4M-98627,35,***CONTRACTOR***,Detached Garage/Shed,Old Ottawa,Remove and replace the foundation of a shed (rear yard),0,2000,182.99,1605314,Construction,2016-08-03 13:12
73,GILMOUR ST ,K2P0N1,Ward 14,15558,Pt. Lot 66,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Interior/exterior alterations to a 2 storey rowhouse dwelling,0,40000,524,1605315,Construction,2016-08-03 13:33
3662,WILHAVEN DR ,K4C1J8,Ward 19,4M-,3,***CONTRACTOR***,Detached Garage/Shed,Cumberland,Construct a detached garage (rear yard),0,300996,1800,1605316,Construction,2016-08-03 13:48
20,REDENDA CRES ,K2G0N6,Ward 8,551284,115,***CONTRACTOR***,Single,Nepean,Interior alterations in a 2 storey detached dwelling,0,49500.31,375,1605317,Construction,2016-08-03 14:12
148,ESCARPMENT CRES ,K2T0L9,Ward 4,4M-1556,13,UNIFORM URBAN DEVELOPMENTS LTD.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: 3200C Rosseau 2015 Walkout,1,473418,3185,1605318,Construction,2016-08-03 14:50
334,GALLANTRY WAY ,K2S0R1,Ward 6,4M1486,23,***CONTRACTOR***,Single,Goulbourn,Install an enclosure for a semi inground pool (rear yard),0,0,0,1605319,Pool Enclosure,2016-08-03 14:50
200,VANGUARD DR ,K4A1A1,Ward 19,,,TERLIN CONSTRUCTION LTD.,Retail,Cumberland,Tenant fit- up in a 1 storey retail building (Yoga Studio - Unit 15 to 18),0,200000,3017.76,1605320,Construction,2016-08-03 14:56
8051,IVESON DR ,K0A2P0,Ward 20,4M-922,40,***CONTRACTOR***,Single,Osgoode,Construct a deck (rear yard),0,5000,284.4,1605321,Construction,2016-08-03 14:59
2807,ST. JOSEPH BLVD ,K1C1G6,Ward 1,86,19,"FLOSSE, MAT",Retail,Gloucester,Tenant Fit-up in a 2 storey mixed use building (Meatings),0,21553,718.43,1605322,Construction,2016-08-03 15:02
2140,VALENCEVILLE CRES ,K4A4K4,Ward 19,4M-1118,132,MERMAID POOLS (OGILVIE ROAD),Single,Cumberland,Install an enclosure for an inground pool (rear yard),0,0,0,1605323,Pool Enclosure,2016-08-03 15:16
6086,WILLOWBARK DR ,K1C5T8,Ward 2,4M-442,266,***CONTRACTOR***,Single,Gloucester,Interior alterations in the basement of a 2 storey detached dwelling,0,20000,538.2,1605324,Construction,2016-08-03 15:38
2445,CLOVER ST ,K1V8G4,Ward 17,301,17,***CONTRACTOR***,Apartment,Old Ottawa,Interior alterations in the basement of a 3 storey triplex (provide amenity spaces in basement level),0,15000,1838,1605325,Construction,2016-08-03 15:46
4,BAYWOOD DR ,K2S1K5,Ward 6,4M-1054,,CONTRACTOR UNKNOWN,Institutional,Goulbourn,Relocate 1 new portable classroom at a school for a total of 4 portables on site (Guardian Angels Catholic Schooll),0,6500,768,1605326,Construction,2016-08-04 8:31
564,WILKIE DR ,K4A1M9,Ward 1,50M-96,52,***CONTRACTOR***,Single,Cumberland,Reinforce joists and relocate stairs in basement of detached dwelling,0,3000,500,1605327,Construction,2016-08-04 8:31
1611,SCOTT ST ,,Ward 15,,,OLRT CONSTRUCTORS,Industrial,Old Ottawa,Construct a 2 storey rapid transit station (Confederation Line - Tunney's OLRT Station) and construct a 1 storey bus supervisor building,0,6418670.31,31593,1605328,Construction,2016-08-04 8:42
600,LAURALEAF CRES ,K2J6G6,Ward 21,4M-1552,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,Construct 3 storey block of 8 back to back rowhouse dwellings,8,1319328.64,10144,1605329,Construction,2016-08-04 8:42
602,LAURALEAF CRES ,K2J6G6,Ward 21,4M-1552,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,Construct 3 storey block of 8 back to back rowhouse dwellings,8,1319328.64,10144,1605329,Construction,2016-08-04 8:42
604,LAURALEAF CRES ,K2J6G6,Ward 21,4M-1552,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,Construct 3 storey block of 8 back to back rowhouse dwellings,8,1319328.64,10144,1605329,Construction,2016-08-04 8:42
606,LAURALEAF CRES ,K2J6G6,Ward 21,4M-1552,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,Construct 3 storey block of 8 back to back rowhouse dwellings,8,1319328.64,10144,1605329,Construction,2016-08-04 8:42
891,KILBIRNIE DR ,K2J6G6,Ward 21,4M-1552,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,Construct 3 storey block of 8 back to back rowhouse dwellings,8,1319328.64,10144,1605329,Construction,2016-08-04 8:42
893,KILBIRNIE DR ,K2J6G6,Ward 21,4M-1552,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,Construct 3 storey block of 8 back to back rowhouse dwellings,8,1319328.64,10144,1605329,Construction,2016-08-04 8:42
895,KILBIRNIE DR ,K2J6G6,Ward 21,4M-1552,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,Construct 3 storey block of 8 back to back rowhouse dwellings,8,1319328.64,10144,1605329,Construction,2016-08-04 8:42
897,KILBIRNIE DR ,K2J6G6,Ward 21,4M-1552,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,Construct 3 storey block of 8 back to back rowhouse dwellings,8,1319328.64,10144,1605329,Construction,2016-08-04 8:42
4,BELIVEAU ST ,K2E5L3,Ward 9,4M-,,GVG RED INC.,Single,Nepean,Interior / exterior alterations to a 1 storey detached dwelling,0,6000,1100,1605330,Construction,2016-08-04 9:00
1360,BELCOURT BLVD ,K1C1L9,Ward 2,86,22 & 23,***CONTRACTOR***,Single,Gloucester,Construct a 1 storey three season sunroom at the rear of a 1 storey detached dwelling,0,26086.32,156,1605332,Construction,2016-08-04 9:50
3710,MOUNTAIN MEADOWS CRES ,K1V1V7,Ward 22,4M-1144,47,SPLASH POOLS & SPAS,Single,Gloucester,Install an enclosure for an inground pool (rear yard),0,0,0,1605333,Pool Enclosure,2016-08-04 9:58
624,BYRON AVE ,K2A0E6,Ward 15,283,171,"DUROCHER, MARC",Single,Old Ottawa,Interior alterations on the 1st floor of a 2 storey detached dwelling,0,7200,538.2,1605334,Construction,2016-08-04 10:45
324,LAVERGNE ST ,K1L5E3,Ward 12,706,,***CONTRACTOR***,Semi - Detached,Vanier,Interior alterations on all floors and finish the basement in a 2 storey semi-detached dwelling,0,34864,400,1605335,Construction,2016-08-04 10:54
1600,HERON RD ,K1V2P5,Ward 18,31,34-35,CONTRACTOR UNKNOWN,Retail,Old Ottawa,SHELL ONLY:  Construct a 1 storey addition to a 1 storey retail building,0,2547116.59,34272.29,1605336,Construction,2016-08-04 11:07
1729,WALKLEY RD ,K1V2P6,Ward 18,4M-,,TRINITY DEVELOPMENT GROUP INC.,Retail,Old Ottawa,SHELL ONLY - Construct a 1 storey retail building,0,744415.13,10016.35,1605337,Construction,2016-08-04 11:11
256,ESCARPMENT CRES ,K2T0L5,Ward 4,4M1556,63,BRAEBURY HOMES CORPORATION,Single,Kanata,Construct a 2 storey detached dwelling,1,603348.34,3713.5,1605338,Construction,2016-08-04 12:10
164,GRAINSTONE WAY ,K2T0H2,Ward 4,4M1489,203,***CONTRACTOR***,Single,Kanata,Construct a deck (rear yard),0,2000,190,1605339,Construction,2016-08-04 12:13
258,ESCARPMENT CRES ,K2T0L5,Ward 4,4M-1556,64,BRAEBURY HOMES,Single,Kanata,Construct a 2 storey detached dwelling,1,529803.13,3168.3,1605340,Construction,2016-08-04 12:28
10,PARKFIELD CRES ,K2G0R8,Ward 8,537034,53,OAKWOOD BUILDERS,Single,Nepean,Interior alterations in a 2 storey detached dwelling,0,20768.8,151,1605341,Construction,2016-08-04 13:01
304,EVERGLADE WAY ,K2M0K8,Ward 23,4M-1520,255,GLENVIEW (KANATA) HOLDINGS LIMITED,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Copperwood 2012 A,1,245850,1654,1605342,Construction,2016-08-04 13:25
320,EVERGLADE WAY ,K2M0K9,Ward 23,4M-1520,263,GLENVIEW (KANATA) HOLDINGS LIMITED,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: 42-3 Helmsley 2014 B,1,508497,3421,1605343,Construction,2016-08-04 13:30
302,EVERGLADE WAY ,K2M0K8,Ward 23,4M-1520,254,GLENVIEW (KANATA) HOLDINGS LIMITED,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Copperwood 2012 B,1,245850,1654,1605344,Construction,2016-08-04 13:39
332,EVERGLADE WAY ,K2M0K3,Ward 23,4M-1520,269,GLENVIEW (KANATA) HOLDINGS LIMITED,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: 42-3 Helmsley 2014 B,1,508497,3421,1605345,Construction,2016-08-04 13:41
306,EVERGLADE WAY ,K2M0K8,Ward 23,4M-1520,256,GLENVIEW (KANATA) HOLDINGS LIMITED,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: 36-05 2016 B,1,305176,1825,1605346,Construction,2016-08-04 13:43
318,EVERGLADE WAY ,K2M0K9,Ward 23,4M-1520,262,GLENVIEW (KANATA) HOLDINGS LIMITED,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: 42-2 Quinn 2014 B,1,432542,2910,1605347,Construction,2016-08-04 13:46
277,MEADOWBREEZE DR ,K2M0J6,Ward 23,4M-1468,223,GLENVIEW (KANATA) HOLDINGS LIMITED,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Copperwood 2012 A,1,245850,1654,1605348,Construction,2016-08-04 13:48
1226,PLACE D'ORLEANS DR ,K1C7K3,Ward 1,4M-,,CONTRACTOR UNKNOWN,Retail,Gloucester,Tenant fit up to a 1 storey retail building (Fit 4 Less),0,600000,12109,1605349,Construction,2016-08-04 13:54
519,HAWKBIRCH ST ,K2M0K9,Ward 23,4M-1520,304,GLENVIEW (KANATA) HOLDINGS LIMITED,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Meadowbrook 2012 A,1,320170,2154,1605351,Construction,2016-08-04 13:57
945,RIDDELL DR ,K2K1X7,Ward 5,,16,CONTRACTOR UNKNOWN,Single,Kanata,Construct a 2 storey detached dwelling,1,842788.8,5040,1605352,Construction,2016-08-04 13:59
316,EVERGLADE WAY ,K2M0K9,Ward 23,4M-1520,261,GLENVIEW (KANATA) HOLDINGS LIMITED,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: 42-2 Quinn 2014 B,1,432542,2910,1605353,Construction,2016-08-04 14:07
